ID,input,output,subset
ID_TR_Eng_Uga_2CFCBB3F,What are the societal implications of the spread of STIs?,"Sexually transmitted infections (STIs) can have a range of effects on individuals and society as a whole. These effects can vary depending on the type of STI, its prevalence, and the availability of healthcare and prevention measures. Here are some of the potential impacts of STIs in society: Health consequences, economic burden, reduced productivity, stigma and discrimination, infertility, mother-to-child transmission, increased risk of HIV, public health challenges, education and awareness, disparities, vulnerable populations, sexual and reproductive health, psychosocial impact, and drug resistance. Society needs to address STIs through comprehensive strategies that include prevention, education, testing, treatment, and support services. Reducing the prevalence and impact of STIs requires a collaborative effort involving healthcare providers, public health agencies, educational institutions, and communities. Promoting sexual health, safe practices, and destigmatizing STIs are essential steps in minimizing their societal effects.",Eng_Uga
ID_TR_Eng_Uga_86C71C16,Are there different forms of Chlamydia?,"Chlamydia infections in humans are categorized depending on the mode of spread of the disease-causing agent, Chlamydia species, from one person to another.1. Infections caused by Chlamydial agents are transmitted through direct contact. These include genital Chlamydia trachomatis and ocular chlamydial infections.2. Infections caused by Chlamydial agents transmitted through the respiratory route/airway. They include Chlamydia psittaci and Chlamydia pneumoniae.",Eng_Uga
ID_TR_Eng_Uga_BA73AA4E,"What is the history of Neisseria Gonorrhoeae Infection?, please answer in detail.","Gonorrhea can be traced back to the earliest records of the human race. The Romans, Jews and Arabs all have documents referring to gonorrhea and each society had their own description of symptoms and treatment. The origins of Gonorrhea can be traced back to the Old Testament in the books of Leviticus and Genesis where it is described as a contagious, continuous emission of semen and painful erection. The disease has been referred to by various names in different societies. The Roman physician Galen in 130 AD described the disease as an ""involuntary escape of semen"".   Hippocrates (460–375 BC) called in ""Strangury."" The disease was also referred to as “The Clap,” referring either to the “clapping” sensation experienced by the infected person during urination or, as others believe, as a derivative of the French brothels, known as “Les Clapiers,” where the disease was quite rampant. In those days, men were considered victims and women as the source of the disease. The organism that causes the disease was first discovered in 1879 in Albert Neisser, hence the organisma being called Neisseria Gonorrhoea. The word Gonorrhea itself derives from the Greek, meaning ""the flow of seed"" (gono: seed, rhea: flow).  ",Eng_Uga
ID_TR_Eng_Uga_E0218CAF,What is the life expectancy of people with HIV/AIDS?,"The life expectancy of an individual living with HIV/AIDS can vary depending on various factors, including access to medical care, adherence to treatment, overall health, lifestyle choices, and the timing of diagnosis. With the advent of effective antiretroviral therapy (ART), the life expectancy and quality of life for people living with HIV have significantly improved compared to the early years of the HIV/AIDS epidemic.",Eng_Uga
ID_TR_Eng_Uga_4E7A081E,"When a person living with HIV is being discriminated against by society, how can I help him or her?","Supporting an HIV-positive person who is facing discrimination in the community is essential to help them cope with the emotional and social challenges they may encounter. Discrimination can be isolating and hurtful, but with the support of friends, family, and allies, individuals living with HIV/AIDS can better navigate these difficulties. ",Eng_Uga
ID_TR_Eng_Uga_96BD5E9F,"Different forms of Trichomoniasis?, please answer this using simple medical terms.",1. Urogenital trichomoniasis  2. Oral trichomoniasis. 3. Rectal trichomoniasis,Eng_Uga
ID_TR_Eng_Uga_D2438D1B,"Is there any classification of Syphilis?, please answer this using simple medical terms.","The stages of syphilis are: primary, secondary, latent and late (tertiary) syphilis. Syphilis can also be congenital, in that it can be transmitted from mother to child during pregnancy or childbirth. The infection causes different symptoms in each stage. People are very contagious in the first and second stages and can easily pass the infection to their sex partners. ",Eng_Uga
ID_TR_Eng_Uga_CE8A5306,What are the health complications of Syphilis?,"Syphilis if left untreated progresses through several stages until the tertiary(late) stage which can lead to damage of several organs and serious complications which can be life threatening/lead to death. Though tertiary syphilis happens many years after the initial infection, it can affect almost all body systems. It can cause cardiac/heart problems, liver and kidney problems, and it may also involve the brain and nervous system (neuralsyphilis) which is a very deadly condition. Neurosyphilis can lead to stroke, meningitis, difficulty walking and eye and ear complications resulting in blindness and deafness. ",Eng_Uga
ID_TR_Eng_Uga_7D57A51F,"Screening for Gonorrhoea?, please answer this using simple medical terms.","Healthcare providers test your body fluids for the Neisseria gonorrhoeae bacterium. If they detect this bacterium, it means you have gonorrhea. Providers use one of two methods to gather your sample: Swab test. A provider uses a cotton bud to swab the part of your body that might have the infection. They might take a sample from your vagina, cervix, urethra, rectum or throat. Urine (pee) test. This involves collecting pee in a specimen container.",Eng_Uga
ID_TR_Eng_Uga_1875589A,"What tips can help me live well with HIV, including my diet and schedule?","Managing HIV involves a comprehensive approach that includes medical care, a healthy lifestyle, and emotional well-being. It's essential to work closely with healthcare professionals, including infectious disease specialists and HIV specialists, to develop a personalized treatment and management plan. Remember that HIV is a manageable chronic condition, and with proper medical care and a healthy lifestyle, many people living with HIV can lead long, healthy lives. Always consult with your healthcare provider for personalized guidance and recommendations based on your individual health status and needs.",Eng_Uga
ID_TR_Eng_Uga_8769EE24,"I have not had sex in a long time, how can it be true that I have Syphilis? ","Syphilis can stay in the body for so long without showing signs and symptoms. So if you get syphilis and do not treat it well, it can stay in the body for long even when you do not get infected again through sex. ",Eng_Uga
ID_TR_Eng_Uga_59518620,Is it right to pressure someone into sexual activity?,"It’s important to stand your ground, and if someone is pressuring you, that’s a red flag; trust your gut, because it’s never right to pressure anyone into sexual activity.",Eng_Uga
ID_TR_Eng_Uga_B3510DDC,Are there types of chlamydia?,"Chlamydia infections in humans are categorized depending on the mode of spread of the disease-causing agent, Chlamydia species from one person to another.1. Infections caused by Chlamydial agents transmitted through direct contact. These include genital Chlamydia trachomatis, ocular chlamydial infections.2. Infections caused by Chlamydial agents transmitted through the respiratory route/airway. They include Chlamydia psittaci and Chlamydia pneumoniae.",Eng_Uga
ID_TR_Eng_Uga_9278F380,"Can Herpes cause stillbirth?, please answer this using simple medical terms.","The acquisition of genital herpes during pregnancy has been associated with spontaneous abortion, intrauterine growth retardation, preterm labour, and congenital and neonatal herpes infections.Most of the time, herpes only causes superficial sores. Herpes can result in serious complications that affect other parts of the body, but this is rare. Generally, complications of herpes are most likely to occur in two situations: When a baby is born with herpes transmitted maternally during delivery, and when a person's immune system is not functioning properly (as with human immunodeficiency virus, or HIV, infection).",Eng_Uga
ID_TR_Eng_Uga_DD8ABF0A,What are the different types of Syphilis,"Syphilis can be categorized according to the stages. The stages of syphilis are: primary, secondary, latent and late (tertiary) syphilis. Syphilis can also be (congenital) in that it can be transmitted from mother to child during pregnancy or childbirth. The infection causes different symptoms in each stage. People can easily pass the infection to their sex partners during first and second stages.",Eng_Uga
ID_TR_Eng_Uga_4830EFFE,"Where did Human Immunodeficiency Virus start from?, please answer in detail.","Human immunodeficiency virus is a zoonosis – an infection that originated in animals and passed into human hosts. It is closely related to the simian immunodeficiency virus (SIV) found in chimpanzees in central Africa. To date, the earliest known case of HIV-1 infection in human blood is from a sample taken in 1959 from a man who'd died in Kinshasa in what was then the Belgian Congo. SIV probably entered the human population as a result of hunting chimpanzees. It is plausible that transmission could have occurred through a hunter being wounded and blood from a chimpanzee entering his bloodstream. Chimpanzees avoid humans wherever possible, so it is likely that SIVcpz crossed into humans as a result of human encroachment into forest areas. The origin of the Human Immunodeficiency Virus (HIV) has been a subject of scientific research and debate since the virus was identified in the 1980s. It came to global attention after doctors started receiving reports of rare cases of pneumonia, cancer and other illnesses in young gay homosexual men and injection drug users. Over the decades, the disease has spread all over the world. ",Eng_Uga
ID_TR_Eng_Uga_8D31DF34,"Who brought Gonorrhea?, please answer in detail.","Gonorrhea can be traced back to the earliest records of the human race. The Romans, Jews and Arabs all have documents referring to gonorrhea and each society had their own description of symptoms and treatment. The origins of Gonorrhea can be traced back to the Old Testament in the books of Leviticus and Genesis where it is described as a contagious, continuous emission of semen and painful erection. The disease has been referred to by various names in different societies. The Roman physician Galen in 130 AD described the disease as an ""involuntary escape of semen"".   Hippocrates (460–375 BC) called in ""Strangury."" The disease was also referred to as “The Clap,” referring either to the “clapping” sensation experienced by the infected person during urination or, as others believe, as a derivative of the French brothels, known as “Les Clapiers,” where the disease was quite rampant. In those days, men were considered victims and women as the source of the disease. The organism that causes the disease was first discovered in 1879 in Albert Neisser, hence the organisma being called Neisseria Gonorrhoea. The word Gonorrhea itself derives from the Greek, meaning ""the flow of seed"" (gono: seed, rhea: flow).  ",Eng_Uga
ID_TR_Eng_Uga_4563CAFE,"How does Genital Herpes manifest?, please answer this using simple medical terms.","While some people with Genital Herpes or Herpes Simplex Virus (HSV), also known as herpes will never have any symptoms, other people can develop symptoms within a few weeks of being infected. Common oral herpes symptoms include blisters (cold sores) or open sores (ulcers) in or around the mouth or lips. Most people notice a group or cluster of blisters or ulcers (lesions). These lesions burn and can be painful. They can appear on the buttocks, anus or thighs, on the vulva or vagina in women, and on the penis or scrotum in men. Often, before the lesions appear, patients describe a prodrome, characterized by a tingling or burning sensation in the area where the lesions will develop that can be noticed during urination, along with itching or discomfort in the genital area. You can also have the following symptoms, Blisters on the mouth or lips, Fever, headache or pain in the joints, Trouble urinating. In case of Neonatal Herpes, signs that your baby may have herpes are:irritability, blisters anywhere on her body, trouble breathing, grunting, blue appearance (cyanosis), rapid breathing, short periods of no breathing, jaundice, bleeding easily. People can have repeated outbreaks over time (‘recurrences’). These are usually shorter and less severe than the first outbreak. Herpes is a lifelong sexually transmitted infection, that cannot be cured. However, the number of outbreaks/recurrences may reduce over time. ",Eng_Uga
ID_TR_Eng_Uga_9B82F430,Is it possible to transmit HIV through kissing?,"Even with the exchange of saliva, kissing is generally not considered a significant mode of HIV transmission. However, there is a theoretical risk if both partners have open sores or bleeding gums, as this could potentially create a pathway for the virus to enter the bloodstream. Nonetheless, the risk of HIV transmission through kissing is extremely low in practical terms.",Eng_Uga
ID_TR_Eng_Uga_195C663B,How do doctors decide which ARVs a child should take and which ones an adult should take?,"The choice of antiretroviral therapy (ART) for children with HIV (human immunodeficiency virus) is not always the same as that for adults. Pediatric HIV treatment is tailored to the child's age, weight, developmental stage, and specific medical needs. Here are some key differences between pediatric and adult HIV treatment; formulation, dosing, drug selection, combination therapy, monitoring, adherence support, growth and development, transition to adult care. ",Eng_Uga
ID_TR_Eng_Uga_E585A0A5,"If an older person wants to have sex with me and I am not interested, how do I respond to him/her?","Responding to an older person or anyone who expresses a sexual interest in you when you are not interested requires assertiveness, clear communication, and setting boundaries. It's important to remember that you have the right to set boundaries and make decisions about your own body and relationships. ",Eng_Uga
ID_TR_Eng_Uga_0C475261,"How does understanding your thoughts, feelings, and behaviors help with HIV-related decisions?","Self-awareness is important for personal growth and plays a key role in HIV prevention and care. Understanding your thoughts, feelings, and behaviors helps you make healthier decisions about testing, treatment, and relationships. Practicing mindfulness, journaling, seeking counseling, and showing empathy can improve self-awareness, reduce HIV risk, and support overall well-being.",Eng_Uga
ID_TR_Eng_Uga_2BB61A4E,"How can Trichomoniasis be defined?, please answer in detail.","Trichomoniasis or ""trich"" is a very common sexually transmitted diseases caused by infection with trichomonas vaginalis a protozoan parasite. It is mainly asymptomatic but when trich does cause symptoms, they can range from mild irritation to severe inflammation. Some people get symptoms within 5 to 28 days after getting the infection. Others do not develop symptoms until much later",Eng_Uga
ID_TR_Eng_Uga_51683612,"Does HSV show visible symptoms?, please answer in detail.","Most people with Genital Herpes or Herpes Simplex Virus (HSV), also known as herpes have no symptoms or only mild symptoms. Soem people people can develop symptoms within a few weeks of being infected, but many people aren’t aware they have the infection and can pass along the virus to others without knowing. Symptoms can include painful, recurring blisters or ulcers. New infections may cause fever, body aches and swollen lymph nodes. Symptoms may be different during the first episode (or ‘outbreak’) of infection than during a recurrent episode. If symptoms occur, they often begin with tingling, itching or burning near where the sores will appear. Common genital herpes symptoms include bumps, blisters, or open sores (ulcers) around the genitals or anus. These sores and blisters are typically painful. Blisters may break open, ooze and then crust over. During their first infection, people may experience: •        fever•        body aches, joint pains•        sore throat (oral herpes)•        headache•        swollen lymph nodes near the infection. In case of Neonatal Herpes, signs that your baby may have herpes are:irritability, blisters anywhere on her body, trouble breathing, grunting, blue appearance (cyanosis), rapid breathingshort periods of no breathing, jaundice, bleeding easily. Herpes simplex infections in babies can be divided into three categories:localized skin infection— small, fluid-filled blisters on the skin and around the eyes and mouth that burst, crust over, and healencephalitis —an inflammation of the brain, which can cause problems with brain and spinal cord function, including seizuresdisseminated herpes infection— the most dangerous type of herpes infection. The herpes virus is spread throughout your child’s body and can affect multiple organs, including the liver, brain, lungs, and kidney.A baby infected with herpes may not have all the symptoms of the disease.Most symptoms surface by the end of the baby's first week, while more severe central nervous system problems will not appear until the baby's second week.If left untreated, encephalitis and disseminated herpes infections are potentially fatal.People can have repeated outbreaks over time (‘recurrences’). These are usually shorter and less severe than the first outbreak. Herpes is a lifelong sexually transmitted infection, that cannot be cured. However, the number of outbreaks/recurrences may reduce over time. ",Eng_Uga
ID_TR_Eng_Uga_F24E7FD6,"After engaging in oral sex and brushing my teeth, is there a risk of contracting HIV/STI?","The risk of contracting HIV or other sexually transmitted infections (STIs) through oral sex is generally lower than through other sexual activities, such as unprotected vaginal or anal intercourse. It's important to remember that the risk of HIV and STI transmission varies depending on individual circumstances, such as the HIV/STI status of both partners, the presence of any cuts or sores, and the use of protection. If you have concerns about your sexual health or potential exposure to HIV/STIs, consider speaking with a healthcare provider or visiting a sexual health clinic for testing and guidance on safer sex practices. Additionally, practicing safer sex, using barrier methods, and getting vaccinated for preventable STIs (e.g., HPV) can further reduce the risk of transmission.",Eng_Uga
ID_TR_Eng_Uga_C07ABE48,"If I take warm water before sex, will it protect me from Herpes?",Currently there is no known medicine that can be used to prevent the disease Herpes. The best way to prevent herpes infection is to practice safe sex measures that can prevent spread of sexually transmitted infections.,Eng_Uga
ID_TR_Eng_Uga_63BA6C3D,What is the first step if I think I'm pregnant?,Take a pregnancy test and visit a health center to talk to someone about your options.,Eng_Uga
ID_TR_Eng_Uga_2E408D57,Is there someone to blame if I'm born to parents with HIV?,"It is not appropriate or fair to blame anyone for being born to parents living with HIV (Human Immunodeficiency Virus). HIV is a virus that can be transmitted from one person to another through various means, including sexual contact, sharing needles, or from mother to child during childbirth or breastfeeding. Individuals do not have control over their HIV status at birth, and it is not their fault.  Blaming a person for circumstances beyond their control, such as their HIV status, is stigmatizing and harmful. It's important to approach the topic of HIV with empathy, compassion, and understanding. People living with HIV, including those who were born with the virus, should be treated with respect and provided with the necessary medical care, support, and resources to manage their health and well-being.",Eng_Uga
ID_TR_Eng_Uga_585D4011,Types of Human Immunodeficiency Virus.,"There are two known types of HIV; HIV-1 and HIV-2.Overall, HIV-1 is the leading type of HIV throughout the world. It’s estimated that 95 percent of people who are living with HIV have HIV-1. HIV-2 is mainly found in western Africa.",Eng_Uga
ID_TR_Eng_Uga_CE5B961F,What happens to me if I got HIV?,"If you are diagnosed with HIV (Human Immunodeficiency Virus), several important things happen, and it's crucial to take specific steps to manage your health and well-being: Medical assessment and care, treatment initiation, regular medical follow-up, prevention and safer sex, preventing opportunistic Infections, mental health support, and education, and lifestyle and self-care. It's important to remember that HIV is a manageable chronic condition with appropriate medical care and treatment adherence. Many people living with HIV can lead long and fulfilling lives. Regular medical care, adherence to treatment, and open communication with your healthcare provider are key to effectively managing the virus and maintaining your overall health and well-being.",Eng_Uga
ID_TR_Eng_Uga_BDC5A633,What are the preventive measures of Human Immunodeficiency Virus?,"The best way to protect yourself from HIV is to abstain from having sex. However if you cannot abstain, be faithful to your partner, use condoms, if you engage in high risk sexual behaviours then consult your health care provider about Pre-exposure prophylaxis(Prep) medicine taken once a person anticipates being exposed to HIV. Also there is Post exposure prophylaxis (PEP) a form ARVs that one takes to prevent acquiring HIV after exposure to a risky situation that lead to HIV infection such as unprotected sexual intercourse, exposure to body fluids of an HIV infected person. Prevention of transmission of HIV from an infected mother to her unborn child is also possible by the mother adhering to her ARVs well during pregnancy, attending antenatal care well and delivering under care of a qualified birth attendant who implements the safe delivery practices to protect the baby from acquiring the HIV virus from its mother. Once the baby is born, it is given a preventive ARV syrup and followed up until 18 months of life to ensure it never acquired the virus. Safe male medical circumcision reduces the risk of contracting HIV virus. There are advanced research studies concerning HIV vaccine. This is aimed at preventing the spread of HIV.",Eng_Uga
ID_TR_Eng_Uga_AD851456,"What are the types of Trich?, please answer in detail.","1.        Urogenital Trichomoniasis: This is divided in two sub types;a)        Vaginal Trichomoniasis: Common in women, causing symptoms such as itching, burning, redness, soreness of the genitals, discomfort during urination, and a thin discharge with an unusual smell.b)        Urethral Trichomoniasis: Can occur in both men and women, affecting the urethra. Symptoms in men might include itching or irritation inside the penis, burning after urination or ejaculation, and discharge from the penis.2.        Oral Trichomoniasis: Although rare, it can occur in the oral cavity. Symptoms might include irritation and inflammation in the mouth and throat.3.        Rectal Trichomoniasis: This type, also uncommon, can affect the rectal area, leading to symptoms such as rectal discomfort and discharge",Eng_Uga
ID_TR_Eng_Uga_F7CEDDC4,How is chlamydia harmful to a baby?                      How does Chlamydia affect a pregnant mother and her baby?,"Chlamydia infection is harmful to pregnancy and the unborn baby. It can cause problems like miscarriage, early breaking of water, premature delivery, transmission of the infection to the new born where it can cause complications like eye infections and pneumonia which may lead to death of the newborn baby. Baby with chlamydia can be treated and heal fully.",Eng_Uga
ID_TR_Eng_Uga_C9EB597B,"Is there any classification of STIs?, please answer in detail.","There are many STIs—including chlamydia, gonorrhea. Primarily hepatitis B, HIV, and syphilis can also be transmitted from mother to child during pregnancy and childbirth. Bacterial STIs:Chlamydia, Gonorrhea, Syphilis, Mycoplasma genitalium.Viral STIs:Human Immunodeficiency Virus (HIV), Human Papillomavirus (HPV), Herpes Simplex Virus (HSV), Hepatitis B and CParasitic STIs: TrichomoniasisFungal STIs: Candidiasis",Eng_Uga
ID_TR_Eng_Uga_881C5211,"If I take Septrin before sex, will it protect me from Herpes? , please answer in detail.","Currently there is no known drug/medicine that be  used for pre exposure and post exposure prophylaxis for Genital herpes or Herpes Simplex Virus (HSV), also known as Herpes infection. The best way to prevent herpes infection is to practice safe sex measures thar prevent spread of sexually transmitted infections.",Eng_Uga
ID_TR_Eng_Uga_8D3A5B2D,How can I protect myself while having sex with an HIV-positive partner?,Engaging in safe sex when one partner is HIV-positive (living with HIV) and the other is HIV-negative (not living with HIV) is important to protect the negative partner from HIV transmission. It's entirely possible for couples to have a healthy and fulfilling sexual relationship while taking steps to minimize the risk of HIV transmission,Eng_Uga
ID_TR_Eng_Uga_9838D168,"From one menstrual period to the next, are there specific days for a woman to conceive?","Yes, there are specific days within a menstrual cycle when a woman is most fertile and the possibility of getting pregnant is highest. This fertile window typically includes the five days leading up to and including ovulation, with the highest chance of pregnancy occurring in the three days before and on the day of ovulation. ",Eng_Uga
ID_TR_Eng_Uga_E1CC233C,Do people feel comfortable opening up about their HIV status?,"Disclosing one's HIV status is a deeply personal decision, and people's comfort level with disclosure varies widely. Some individuals living with HIV are comfortable being open about their status, while others may choose to keep it private.",Eng_Uga
ID_TR_Eng_Uga_D9815A41,"Where can I get vaccinated for the clap?, please answer this using simple medical terms.","As of 2024, there is currently no licensed vaccine to prevent infection with Gonorrhea anywhere in the world. ",Eng_Uga
ID_TR_Eng_Uga_6714272A,How does HIV/AIDS typically affect a person emotionally?,"""A diagnosis of HIV/AIDS can have a profound emotional impact on individuals and can affect their mental well-being and quality of life. Some of the emotional effects commonly associated with HIV/AIDS include shock and denial, fear and anxiety, stigma and discrimination, grief and loss, depression, anxiety and worry, isolation and loneliness, guilt and shame, loss of identity, relationship challenges, and post-traumatic stress. It's important to recognize that these emotional effects are normal reactions to a significant life event like an HIV/AIDS diagnosis. Seeking emotional support and mental health care is essential for managing these emotions and maintaining overall well-being. Supportive resources include therapy or counseling, support groups for people living with HIV/AIDS, and networks of friends and loved ones who provide emotional support. Additionally, adhering to medical treatment and engaging in self-care practices can help individuals cope with the emotional challenges of living with HIV/AIDS.""",Eng_Uga
ID_TR_Eng_Uga_7A139E90,"Intervention for Trich?, please answer this using simple medical terms.",1. Metronodazole  2. Tinidazole,Eng_Uga
ID_TR_Eng_Uga_97A1A2F6,How do birth control pills prevent pregnancy?,"Yes, several types of pills can be used to prevent pregnancy. The most commonly known and widely used are birth control pills, also known as oral contraceptives. These pills contain hormones, such as estrogen and progestin or progestin-only, that work to prevent pregnancy by inhibiting ovulation, thickening cervical mucus to impede sperm movement, and altering the uterine lining to make it less receptive to a fertilized egg.",Eng_Uga
ID_TR_Eng_Uga_20A89260,How can I foster a sense of normalcy and inclusion for my friend who is HIV positive?,"Supporting and showing kindness to your friend who is living with HIV can make a significant difference in their life and help them feel like any other normal person. Here are some ways you can be supportive: Educate yourself, be a good listener, offer emotional support, respect their privacy, challenge stigma, engage in inclusive activities, encourage self-care, offer practical help, celebrate achievements, stay informed together, respect their choices, be patient, and advocate for access to healthcare. Remember that your support and friendship can have a profound impact on your friend's well-being and self-esteem. By treating them with kindness, respect, and empathy, you can help them feel valued and included, just like any other normal person.",Eng_Uga
ID_TR_Eng_Uga_4251D2F0,Why is it important for HIV-positive mothers to work closely with healthcare providers when deciding on breastfeeding?,"Breastfeeding recommendations for infants born to parents living with HIV/AIDS depend on various factors, including the mother's HIV status, access to healthcare, and the availability of safe alternatives to breastfeeding. Here are general guidelines: HIV-Positive mother on effective Antiretroviral Therapy (ART), HIV-positive mother not on ART or with poorly controlled HIV, access to clean water and formula, HIV-exposed infants. It's crucial for HIV-positive mothers to work closely with healthcare providers who specialize in HIV and maternal health to make informed decisions about infant feeding. The decision regarding breastfeeding should be based on the mother's health, access to healthcare, availability of safe alternatives, and the most up-to-date recommendations from relevant health organizations. Overall, the goal is to minimize the risk of HIV transmission to the infant while ensuring the infant's nutritional and overall health needs are met. Healthcare providers can provide personalized guidance based on the specific circumstances of each mother and infant.",Eng_Uga
ID_TR_Eng_Uga_026E6D11,I have a pregnant friend who is HIV-positive; can her baby be born healthy?,"Yes, with appropriate medical care and interventions, an individual who is living with HIV can give birth to a child who is not infected with HIV. This is known as ""preventing mother-to-child transmission of HIV"" or ""PMTCT."" Several strategies are employed to reduce the risk of transmitting HIV from a mother to her child during pregnancy, childbirth, and breastfeeding. It's important to emphasize that with appropriate medical care and adherence to recommended interventions, the risk of mother-to-child transmission of HIV can be reduced to less than 1%. Pregnant individuals living with HIV should work closely with their healthcare provider to create a care plan that best suits their individual circumstances and follow all recommended guidelines to protect the health of both the mother and the child.",Eng_Uga
ID_TR_Eng_Uga_AFC8D769,"What is the best care for Gonorrhea?, please answer in detail.",The most appropriate antibiotc therapy for gonorrhea should be recommended by the primary physician after a detailed examination and assessment. The assessment may involve taking a sample for culture and sensitivity to identify the antibiotic to which the bacteria is sensitive to.,Eng_Uga
ID_TR_Eng_Uga_837905ED,"What happens If an HIV positive mother who is not taking ARVs breastfeeds?, please answer this using simple medical terms.","If an HIV positive mother who is not taking ARVs breastfeeds, her baby is in serious danger of becoming infected. If the mother takes ARVs while breastfeeding the risk of the baby getting infected is reduced ",Eng_Uga
ID_TR_Eng_Uga_B695C2BF,Why do I have to deal with hormonal changes on top of everything else during puberty?,"Puberty is a period of rapid growth and development, both physically and emotionally. Hormonal changes are a natural part of this process, but they can sometimes feel overwhelming on top of everything else you're experiencing. The reason these changes happen during puberty is that your body is preparing for adulthood, reproduction, and becoming independent. While it might seem like a lot to handle, remember that everyone goes through this stage, and it's a temporary phase in your journey to adulthood.",Eng_Uga
ID_TR_Eng_Uga_27CE46CE,What can I know about Trichomoniasis?,"Trichomoniasis, or Trich, is an STI caused by the protozoan/parasite Trichomonas vaginalis. It does not show signs and symptoms, but some people may get mild to severe swelling of the genitals within 5 to 28 days after being infected; others may get it later. ",Eng_Uga
ID_TR_Eng_Uga_A8560B74,Is a Urinary Tract Infection (UTI) an STI?,"A Urinary Tract Infection (UTI) and a Sexually Transmitted Infection (STI) are not the same.  An STI is an infection that is spread from one person to another through having sex. A UTI is an infection of the bladder, the kidney, or the tubes connected to them. Having sex can increase the chances of getting a UTI if sexual activity introduces germs into your urinary tract, but UTIs cannot be spread from one person to another.  A simple way to reduce your chances of getting a UTI is to urinate immediately after sex. ",Eng_Uga
ID_TR_Eng_Uga_2059AD46,"Can you be immune to Syphilis?, please answer this using simple medical terms.","No, even after you have recovered from syphilis, you can get infected again.",Eng_Uga
ID_TR_Eng_Uga_248607C2,What are the best ways to remove period stains from clothes?,"Dealing with period stains can be frustrating, but here are some tips: Act quickly: Rinse the stain with cold water as soon as possible. Avoid hot water, as it can set the stain. Stain Remover: Apply a stain remover or detergent directly to the stain and let it sit for a few minutes before washing. Precautions: Wear dark-colored or patterned underwear and bottoms during your period to make stains less noticeable. Emergency Kit: Keep a small pouch with a spare pair of underwear and pants in your bag or locker for emergencies. Remember that period stains happen to many people, so try not to feel embarrassed. It's a natural part of menstruation, and with a few precautions, you can manage it easily.",Eng_Uga
ID_TR_Eng_Uga_60F91495,"What activities can put you at risk for Chlamydia?, please answer in detail.","Risky sexual practices that increase the risk of spreading sexually transmitted infections like chlamydia include multiple sexual partners, oral and anal sex, unprotected sex, and change of partners frequently.",Eng_Uga
ID_TR_Eng_Uga_914BA9BB,Is there a limit to the number of times someone can contract HIV?,"HIV (Human Immunodeficiency Virus) is a virus that can lead to AIDS (Acquired Immunodeficiency Syndrome) if left untreated. Once someone becomes infected with HIV, they have the virus for life. There is currently no cure for HIV, and the virus cannot be completely eliminated from the body. However, with proper medical care and treatment, the virus can be controlled, and the progression to AIDS can be prevented. It's important to understand that HIV is not a recurrent infection that you can ""get"" multiple times. Once you are infected with HIV, you remain HIV-positive unless you receive appropriate medical treatment to suppress the virus. The goal of HIV treatment, known as antiretroviral therapy (ART), is to reduce the viral load (the amount of virus in the blood) to undetectable levels. When the virus is undetectable, it is less likely to be transmitted to others, and the individual with HIV can lead a healthy life. To reduce the risk of acquiring HIV, individuals can practice safe sex, use condoms consistently and correctly, get tested regularly for HIV and other sexually transmitted infections (STIs), and consider preventive measures like pre-exposure prophylaxis (PrEP) if they are at high risk of HIV.",Eng_Uga
ID_TR_Eng_Uga_BC44A417,"How do I know I have HSV?, please answer in detail.","Most people with Genital Herpes or Herpes Simplex Virus (HSV), also known as herpes have no symptoms or only mild symptoms. Soem people people can develop symptoms within a few weeks of being infected, but many people aren’t aware they have the infection and can pass along the virus to others without knowing. Symptoms can include painful, recurring blisters or ulcers. New infections may cause fever, body aches and swollen lymph nodes. Symptoms may be different during the first episode (or ‘outbreak’) of infection than during a recurrent episode. If symptoms occur, they often begin with tingling, itching or burning near where the sores will appear. Common genital herpes symptoms include bumps, blisters, or open sores (ulcers) around the genitals or anus. These sores and blisters are typically painful. Blisters may break open, ooze and then crust over. During their first infection, people may experience: •        fever•        body aches, joint pains•        sore throat (oral herpes)•        headache•        swollen lymph nodes near the infection. In case of Neonatal Herpes, signs that your baby may have herpes are:irritability, blisters anywhere on her body, trouble breathing, grunting, blue appearance (cyanosis), rapid breathingshort periods of no breathing, jaundice, bleeding easily. Herpes simplex infections in babies can be divided into three categories:localized skin infection— small, fluid-filled blisters on the skin and around the eyes and mouth that burst, crust over, and healencephalitis —an inflammation of the brain, which can cause problems with brain and spinal cord function, including seizuresdisseminated herpes infection— the most dangerous type of herpes infection. The herpes virus is spread throughout your child’s body and can affect multiple organs, including the liver, brain, lungs, and kidney.A baby infected with herpes may not have all the symptoms of the disease.Most symptoms surface by the end of the baby's first week, while more severe central nervous system problems will not appear until the baby's second week.If left untreated, encephalitis and disseminated herpes infections are potentially fatal.People can have repeated outbreaks over time (‘recurrences’). These are usually shorter and less severe than the first outbreak. Herpes is a lifelong sexually transmitted infection, that cannot be cured. However, the number of outbreaks/recurrences may reduce over time. ",Eng_Uga
